Playbook Name,Play Name,Task Name,LOC_playbook,num_plays,num_tasks_playbook,avg_task_playbook,Num_Imports,Num_Roles,similarity,LOC_play,num_tasks_play,avg_task_play,special_chars_play,LOC_task,task_name_len,special_chars_task
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\usegalaxy-eu\infrastructure-playbook\roles\hxr.galaxy-nonreproducible-tools\tasks\main.yml,,,6,0,1,6,0,0,1,,,,,,,
,,Clone repository,,,,,,,,,,,,6,16,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Cloudbox\Cloudbox\roles\settings\tasks\main2.yml,,,32,0,5,5,5,0,0.8214753257348008,,,,,,,
,,Settings | Copy,,,,,,,,,,,,4,15,1
,,Settings | Decrypt,,,,,,,,,,,,5,18,1
,,Settings | Migrator,,,,,,,,,,,,4,19,1
,,Settings | Updater,,,,,,,,,,,,5,18,1
,,Settings | Re-encrypt,,,,,,,,,,,,5,21,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\dovecot\tasks\main_env.yml,,,8,0,1,4,0,0,1,,,,,,,
,,Remove ferm 'debops-legacy-input-rules' file,,,,,,,,,,,,4,44,5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\owncloud\tasks\main_env.yml,,,45,0,5,8,0,0,0.6942486937432369,,,,,,,
,,Ensure the custom nginx client body temp directory does exist,,,,,,,,,,,,9,61,0
,,Ensure the custom temp directories are setup,,,,,,,,,,,,11,44,0
,,Make sure that Ansible local facts directory is present,,,,,,,,,,,,7,55,0
,,Save ownCloud local facts,,,,,,,,,,,,11,25,0
,,Gather facts if they were modified,,,,,,,,,,,,2,34,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\starlingx\ansible-playbooks\playbookconfig\src\playbooks\roles\rehome-subcloud\update-keystone-data\tasks\migrate_keystone_ids.yml,,,70,0,8,9,1,0,0.5408907452787176,,,,,,,
,,Update admin user id and project id in hieradata static.yaml,,,,,,,,,,,,22,60,1
,,Migrate keystone user IDs,,,,,,,,,,,,11,25,0
,,Migrate keystone project IDs,,,,,,,,,,,,9,28,0
,,Flush memcached,,,,,,,,,,,,3,15,0
,,Restart keystone service,,,,,,,,,,,,2,24,0
,,Restart affected services using sm,,,,,,,,,,,,6,34,0
,,Restart affected services using pmon,,,,,,,,,,,,6,36,0
,,Wait until services are restarted after changing keystone IDs,,,,,,,,,,,,13,61,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Graylog2\graylog-ansible-role\tasks\mongodb-Debian.yml,,,56,0,7,8,0,0,0.717606372117266,,,,,,,
,,Unknown,,,,,,,,,,,,12,0,0
,,APT Key should be accepted for the MongoDB repo (Ubuntu),,,,,,,,,,,,4,56,2
,,Repositories should be updated (Ubuntu),,,,,,,,,,,,5,39,2
,,Unknown,,,,,,,,,,,,12,0,0
,,APT Key should be accepted for the MongoDB repo (Debian),,,,,,,,,,,,4,56,2
,,Repositories should be updated (Debian),,,,,,,,,,,,5,39,2
,,MongoDB should be installed,,,,,,,,,,,,4,27,0
,,MongoDB service file should be installed,,,,,,,,,,,,13,40,0
,,MongoDB should be configured,,,,,,,,,,,,8,28,0
,,Unknown,,,,,,,,,,,,1,0,0
,,Wait for MongoDB to startup,,,,,,,,,,,,6,27,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-quickstart-extras\playbooks\multinode-undercloud-minion.yml,,,80,5,10,4,0,2,0.5713799251315357,,,,,,,
,Collect output from undercloud,,,,,,,,,10,1,10.0,0,,,
,,Copy output files,,,,,,,,,,,,4,17,0
,Write output from undercloud,,,,,,,,,25,4,6.25,0,,,
,,Reading and setting undercloud facts from gather-outputs,,,,,,,,,,,,4,56,1
,,write output files to old consistent location,,,,,,,,,,,,4,45,0
,,create new consistent location,,,,,,,,,,,,4,30,0
,,write output files to new consistent location,,,,,,,,,,,,6,45,0
,Setup the undercloud minion,,,,,,,,,30,5,6.0,0,,,
,,Include atop setup,,,,,,,,,,,,4,18,0
,,Set container update fact from undercloud,,,,,,,,,,,,4,41,0
,,Include repo-setup,,,,,,,,,,,,3,18,1
,,Include package installs,,,,,,,,,,,,5,24,0
,,Update built packages,,,,,,,,,,,,6,21,0
,Deploy the undercloud minion,,,,,,,,,6,0,0,0,,,
,Validate minion,,,,,,,,,9,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible-ThoTeam\nexus3-oss\tasks\nexus-restore.yml,,,20,0,4,5,0,0,0.6240081164656112,,,,,,,
,,Make sure nexus is stopped,,,,,,,,,,,,6,26,0
,,Run all notified handlers now,,,,,,,,,,,,2,29,0
,,Run restoration script,,,,,,,,,,,,9,22,0
,,Run all notified handlers now,,,,,,,,,,,,2,29,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\ansible-nginx\tasks\nginx_servers.yml,,,167,0,16,10,0,0,0.6641099583889882,,,,,,,
,,Create global webroot directories if allowed,,,,,,,,,,,,19,44,0
,,Create default welcome page if enabled,,,,,,,,,,,,19,38,0
,,Remove nginx server configuration if requested,,,,,,,,,,,,15,46,0
,,Get last used HTTP default_server for default_server roulette,,,,,,,,,,,,5,61,2
,,Get last used HTTPS default_server for default_server roulette,,,,,,,,,,,,6,62,2
,,Get HTTP server from nginx defaults for default_server roulette,,,,,,,,,,,,4,63,1
,,Get HTTPS server from nginx defaults for default_server roulette,,,,,,,,,,,,4,64,1
,,Get first server that listens on http port for default_server roulette,,,,,,,,,,,,9,70,1
,,Get first server that listens on https port for default_server roulette,,,,,,,,,,,,10,71,1
,,Spin the HTTP default_server roulette!,,,,,,,,,,,,4,38,2
,,Spin the HTTPS default_server roulette!,,,,,,,,,,,,5,39,2
,,Generate nginx server configuration,,,,,,,,,,,,21,35,0
,,Disable nginx server configuration,,,,,,,,,,,,18,34,0
,,Test if Ansible is running in check mode,,,,,,,,,,,,4,40,0
,,Save fact if Ansible is running in check mode in variable,,,,,,,,,,,,3,57,0
,,Enable nginx server configuration,,,,,,,,,,,,23,33,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\girder\ansible-role-girder\tasks\nodejs.yml,,,17,0,3,6,0,0,0.6114482198783293,,,,,,,
,,Add NodeJS PPA key,,,,,,,,,,,,6,18,0
,,Add NodeJS PPA,,,,,,,,,,,,6,14,0
,,Install NodeJS package,,,,,,,,,,,,6,22,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\gluster\gdeploy\playbooks\oc-delete.yml,,,24,1,5,4,0,0,0.7942296389106455,,,,,,,
,unknown,,,,,,,,,24,5,4.8,0,,,
,,Kubectl delete resources based on filename,,,,,,,,,,,,4,42,0
,,Kubectl delete resources based on name,,,,,,,,,,,,4,38,0
,,Kubectl delete resources based on label,,,,,,,,,,,,4,39,0
,,Kubectl delete resources based on UUID,,,,,,,,,,,,4,38,0
,,Kubectl delete all resources otherwise,,,,,,,,,,,,4,38,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_octavia\tasks\octavia_install.yml,,,39,0,4,10,0,0,0.6745461331512574,,,,,,,
,,Record the installation method,,,,,,,,,,,,6,30,0
,,Refresh local facts to ensure the octavia section is present,,,,,,,,,,,,4,60,0
,,Install distro packages,,,,,,,,,,,,12,23,0
,,Install the python venv,,,,,,,,,,,,20,23,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_octavia\tasks\octavia_pre_install.yml,,,39,0,3,11,0,0,0.7097417205184632,,,,,,,
,,Create the system group,,,,,,,,,,,,5,23,0
,,Create the octavia system user,,,,,,,,,,,,9,30,0
,,Create octavia dir,,,,,,,,,,,,20,18,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\ora_grading.yml,,,16,1,0,0,0,3,1,,,,,,,
,Deploy the ORA Grading MFE Frontend,,,,,,,,,16,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\jpnewman\ansible-role-java\tasks\oracle_archive_install.yml,,,54,0,5,11,0,0,0.7727529817461237,,,,,,,
,,Create Oracle Java Install Directory,,,,,,,,,,,,8,36,0
,,Extract Oracle Java Tarball,,,,,,,,,,,,11,27,0
,,Install Oracle Java,,,,,,,,,,,,5,19,0
,,Link Oracle Java,,,,,,,,,,,,7,16,0
,,Unknown,,,,,,,,,,,,23,0,0
,,Install Unzip,,,,,,,,,,,,5,13,0
,,Extract Oracle Java JCE Zip File,,,,,,,,,,,,11,32,0
,,Install Oracle Java JCE,,,,,,,,,,,,5,23,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\GROG\ansible-role-package\tasks\package-brew.yml,,,7,0,1,7,0,0,1,,,,,,,
,,Brew,,,,,,,,,,,,7,4,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\khaleesi\roles\patch_rpm\tasks\patch-rpm.yml,,,27,0,6,5,0,0,0.5033864223769159,,,,,,,
,,Apply patch on dist-git,,,,,,,,,,,,4,23,1
,,Write the epoch so the package does not get updated by older versions,,,,,,,,,,,,8,69,0
,,Build an rpm from patched dist-git,,,,,,,,,,,,6,34,1
,,set fact - rpm build result,,,,,,,,,,,,2,27,1
,,Check for 'non-exist file' errors,,,,,,,,,,,,7,33,3
,,Fail run if rpm build failed,,,,,,,,,,,,3,28,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\undercloud\tasks\pkg-build.yaml,,,91,0,15,6,1,0,0.45685274158059946,,,,,,,
,,Set some facts,,,,,,,,,,,,4,14,0
,,Set libselinux name for python3,,,,,,,,,,,,4,31,0
,,Set libselinux name for python2,,,,,,,,,,,,4,31,0
,,Install DLRN deps,,,,,,,,,,,,18,17,0
,,Install mock from EPEL,,,,,,,,,,,,6,22,0
,,Create mock group,,,,,,,,,,,,6,17,0
,,Add stack to mock group,,,,,,,,,,,,7,23,0
,,Clean DLRN directory,,,,,,,,,,,,5,20,0
,,Ensure DLRN directory is present,,,,,,,,,,,,4,32,0
,,Push projects config,,,,,,,,,,,,4,20,0
,,Install and update pip in venv,,,,,,,,,,,,7,30,0
,,Install rdopkg in virtualenv,,,,,,,,,,,,5,28,0
,,Install DLRN in virtualenv,,,,,,,,,,,,5,26,0
,,Fetch rdoinfo,,,,,,,,,,,,5,13,0
,,Build packages,,,,,,,,,,,,7,14,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\BCDevOps\platform-services\tools\bots\ansible-webhook\scripts\tasks\pr_merge_and_close.yml,,,29,0,3,10,0,0,0.6529606464864504,,,,,,,
,,Merge Pull Request,,,,,,,,,,,,11,18,0
,,Add comment to PR if merge is not successful,,,,,,,,,,,,11,44,0
,,Close Pull Request,,,,,,,,,,,,8,18,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-role-tripleo-modify-image\tasks\precheck.yml,,,9,0,2,4,0,0,0.4026791130373729,,,,,,,
,,Ensure that source_image is defined,,,,,,,,,,,,5,35,1
,,Set default modified_append_tag,,,,,,,,,,,,4,31,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\ceilometer\tasks\precheck.yml,,,23,0,3,8,0,0,0.6188784822452346,,,,,,,
,,Get container facts,,,,,,,,,,,,5,19,0
,,Checking free port for Ceilometer API,,,,,,,,,,,,11,37,0
,,Checking mongodb backend for ceilometer,,,,,,,,,,,,9,39,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_packages\molecule\external_upgrade\prepare.yml,,,18,1,0,0,0,2,1,,,,,,,
,Prepare,,,,,,,,,7,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\aws\tasks\provision_aws_ec2.yml,,,73,0,8,8,0,0,0.511736792066477,,,,,,,
,,Set default res_grp_vars when not defined,,,,,,,,,,,,5,41,2
,,Update Instance Tags,,,,,,,,,,,,5,20,0
,,Provisioning AWS_EC2 Resource when not async,,,,,,,,,,,,17,44,1
,,Append outputitem to topology_outputs,,,,,,,,,,,,4,37,1
,,Async:: Provisioning AWS_EC2 Resource,,,,,,,,,,,,21,37,3
,,Async:: Append outputitem to topology_outputs,,,,,,,,,,,,4,45,3
,,Add type to resource,,,,,,,,,,,,4,20,0
,,Async:: Add type to resource,,,,,,,,,,,,5,28,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\openstack\tasks\provision_os_router.yml,,,47,0,3,16,0,0,0.15213563770062927,,,,,,,
,,deprovision os_router,,,,,,,,,,,,21,21,1
,,provision os_router,,,,,,,,,,,,21,19,1
,,Append outputitem to topology_outputs,,,,,,,,,,,,5,37,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\openstack\tasks\provision_os_zone.yml,,,29,0,2,14,0,0,-0.025911353839599565,,,,,,,
,,provision/deprovision os_zone,,,,,,,,,,,,24,29,2
,,Append outputitem to topology_outputs,,,,,,,,,,,,5,37,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\provision_res_defs.yml,,,20,0,6,3,0,0,0.4303185948790407,,,,,,,
,,Set azure_res_type value,,,,,,,,,,,,4,24,2
,,Add resource type to async_types,,,,,,,,,,,,4,32,1
,,declaring async vars,,,,,,,,,,,,4,20,0
,,Get the resource name,,,,,,,,,,,,3,21,0
,,Create name using uhash value,,,,,,,,,,,,3,29,0
,,provision resource type : {{ res_def['role'] }},,,,,,,,,,,,2,47,10
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\provision_resource_group.yml,,,34,0,5,7,0,0,0.49474200048927675,,,,,,,
,,Unset the authvar from previous run,,,,,,,,,,,,4,35,0
,,Set cred profile,,,,,,,,,,,,5,16,0
,,Get creds from auth driver,,,,,,,,,,,,12,26,0
,,Set auth_var,,,,,,,,,,,,6,12,1
,,provisioning resource definitions of current group,,,,,,,,,,,,9,50,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\prune-images\tasks\prune_images.yml,,,7,0,1,7,0,0,1,,,,,,,
,,Pruning Kolla images,,,,,,,,,,,,7,20,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\panko\tasks\pull.yml,,,6,0,1,6,0,0,1,,,,,,,
,,Pulling panko-api image,,,,,,,,,,,,6,23,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\ceph\tasks\pull.yml,,,18,0,3,6,0,0,0.9624333613630203,,,,,,,
,,Pulling ceph-mon image,,,,,,,,,,,,6,22,1
,,Pulling ceph-osd image,,,,,,,,,,,,6,22,1
,,Pulling ceph-rgw image,,,,,,,,,,,,6,22,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-quickstart-extras\playbooks\quickstart-extras-undercloud.yml,,,34,4,0,0,0,4,0.7066551918799459,,,,,,,
,Deploy the FreeIPA server,,,,,,,,,8,0,0,0,,,
,Setup the undercloud,,,,,,,,,10,0,0,0,,,
,Deploy the undercloud,,,,,,,,,7,0,0,0,,,
,Download amphora image for octavia,,,,,,,,,8,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\StackStorm\ansible-st2\roles\StackStorm.rabbitmq\tasks\rabbitmq_redhat.yml,,,52,0,4,14,0,0,0.48396239668868324,,,,,,,
,,Setup rabbitmy/erlang repo from packagecloud for RH,,,,,,,,,,,,16,51,1
,,Setup rabbit repo from packagecloud for RH,,,,,,,,,,,,16,42,0
,,Install latest erlang package on {{ ansible_facts.distribution }},,,,,,,,,,,,11,65,6
,,Install pinned erlang package on {{ ansible_facts.distribution }},,,,,,,,,,,,11,65,6
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\deploy\tasks\tasks\raw.yml,,,7,0,1,7,0,0,1,,,,,,,
,,Tasks / Raw,,,,,,,,,,,,7,11,1
,,Tasks / Raw > {{ item.options | quote }},,,,,,,,,,,,3,40,8
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_cephadm\tasks\rbd_mirror.yaml,,,65,0,2,28,0,0,0.694407354967913,,,,,,,
,,Deploy the RBD Mirror daemon,,,,,,,,,,,,28,28,0
,,Collect the host and build the resulting host list,,,,,,,,,,,,5,50,0
,,Collect the host and build the resulting host list,,,,,,,,,,,,5,50,0
,,Create the RBD Mirror Daemon spec definition,,,,,,,,,,,,14,44,0
,,Configure RBD mirror,,,,,,,,,,,,29,20,0
,,Get ceph_cli,,,,,,,,,,,,4,12,1
,,enable mirroring on the pool,,,,,,,,,,,,8,28,0
,,list mirroring peer,,,,,,,,,,,,5,19,0
,,add a mirroring peer,,,,,,,,,,,,9,20,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\robertdebock\ansible-role-reboot\tasks\reboot.yml,,,17,0,5,3,0,0,0.583776624715276,,,,,,,
,,reboot | Flush notified handlers,,,,,,,,,,,,2,32,1
,,reboot | Reboot the machine,,,,,,,,,,,,6,27,1
,,reboot | 1 wait for the start of reboot,,,,,,,,,,,,3,39,1
,,reboot | 2 wait for the machine to be up,,,,,,,,,,,,3,40,1
,,reboot | 3 gather facts after reboot,,,,,,,,,,,,2,36,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\playbooks\service\redis_server.yml,,,55,1,0,0,0,8,1,,,,,,,
,Manage Redis server,,,,,,,,,76,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\matrix-docker-ansible-deploy\roles\custom\matrix-synapse\tasks\register_user.yml,,,27,0,6,5,0,0,0.5786284725400063,,,,,,,
,,Fail if playbook called incorrectly,,,,,,,,,,,,4,35,0
,,Fail if playbook called incorrectly,,,,,,,,,,,,4,35,0
,,Fail if playbook called incorrectly,,,,,,,,,,,,4,35,0
,,Ensure matrix-synapse is started,,,,,,,,,,,,6,32,1
,,"Wait a while, so that Synapse can manage to start",,,,,,,,,,,,4,49,1
,,Register user,,,,,,,,,,,,6,13,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\remove-ubuntu-key.yml,,,38,1,11,2,0,0,1,,,,,,,
,unknown,,,,,,,,,34,11,3.090909090909091,0,,,
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,5,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,1,0,0
,,Unknown,,,,,,,,,,,,4,0,0
,,Unknown,,,,,,,,,,,,3,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,2,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\mysql\tasks\remove_mysql_experimental.yml,,,16,0,3,5,0,0,0.49467712315781354,,,,,,,
,,Stop mysql service,,,,,,,,,,,,4,18,0
,,Remove experimental apt repository,,,,,,,,,,,,4,34,0
,,Remove experimental version of mysql,,,,,,,,,,,,8,36,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible-network\resource_module_models\replaced_example_01.yaml,,,98,0,2,26,0,0,0.9125883268731402,,,,,,,
,,Replace module attributes of given access-groups,,,,,,,,,,,,10,48,1
,,Replaces device configuration of listed acl with provided configuration,,,,,,,,,,,,42,71,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openmrs\openmrs-contrib-itsmresources\ansible\custom_roles\mysql\tasks\replication.yml,,,53,0,5,12,0,0,0.7964106029404178,,,,,,,
,,Ensure replication user exists on master.,,,,,,,,,,,,14,41,1
,,Check slave replication status.,,,,,,,,,,,,12,31,1
,,Check master replication status.,,,,,,,,,,,,11,32,1
,,Configure replication on the slave.,,,,,,,,,,,,15,35,1
,,Start replication.,,,,,,,,,,,,9,18,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\playbooks\restart_unbound.yml,,,11,1,1,1,0,0,1,,,,,,,
,find instances,,,,,,,,,9,1,9.0,0,,,
,,Unknown,,,,,,,,,,,,1,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\adoptium\infrastructure\ansible\playbooks\AdoptOpenJDK_Unix_Playbook\roles\Docker\tasks\rhel.yml,,,27,0,3,8,0,0,0.46346558453018094,,,,,,,
,,Import Docker Repo key,,,,,,,,,,,,4,22,0
,,Add Docker Repo x86-64/ppc64le,,,,,,,,,,,,10,30,2
,,Add Docker repo for s390x on RHEL,,,,,,,,,,,,10,33,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\playbooks\service\roundcube.yml,,,107,1,0,0,0,12,1,,,,,,,
,Install and manage Roundcube Web mail,,,,,,,,,147,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-lint\examples\playbooks\rule-partial-become-without-become-pass.yml,,,27,4,4,4,0,0,0.30930085972324495,,,,,,,
,unknown,,,,,,,,,6,1,6.0,0,,,
,,Unknown,,,,,,,,,,,,2,0,0
,unknown,,,,,,,,,7,1,7.0,0,,,
,,Foo,,,,,,,,,,,,5,3,0
,unknown,,,,,,,,,7,1,7.0,0,,,
,,Accepts a become from higher scope,,,,,,,,,,,,4,34,0
,unknown,,,,,,,,,7,1,7.0,0,,,
,,Accepts a become from a lower scope,,,,,,,,,,,,4,35,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-collections-openstack\ci\roles\security_group\tasks\rules.yml,,,341,0,53,6,0,0,0.772495871058336,,,,,,,
,,Create security group,,,,,,,,,,,,6,21,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Create security group again,,,,,,,,,,,,6,27,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Fetch security group rules,,,,,,,,,,,,5,26,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,6,55,3
,,Delete security group,,,,,,,,,,,,6,21,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Delete security group again,,,,,,,,,,,,6,27,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Create security group without security group rules,,,,,,,,,,,,6,50,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Create security group without security group rules again,,,,,,,,,,,,6,56,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Fetch security group rules,,,,,,,,,,,,5,26,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,4,55,3
,,Delete security group without security group rules,,,,,,,,,,,,5,50,0
,,Create security group including security group rules,,,,,,,,,,,,10,52,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Create security group including security group rules again,,,,,,,,,,,,10,58,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Fetch security group rules,,,,,,,,,,,,5,26,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,6,55,3
,,"Update security group with new set of security group rules, dropping egress rules for IPv4 and IPv6",,,,,,,,,,,,29,99,1
,,Fetch security group rules,,,,,,,,,,,,5,26,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,6,55,3
,,Remove all security group rules from security group,,,,,,,,,,,,6,51,0
,,Fetch security group rules,,,,,,,,,,,,5,26,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,4,55,3
,,Delete security group,,,,,,,,,,,,5,21,0
,,Create security group,,,,,,,,,,,,11,21,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,4,55,3
,,Define set of additional security group rules,,,,,,,,,,,,14,45,0
,,Prepare existing security group rules for appending,,,,,,,,,,,,13,51,0
,,Flatten existing security group rules,,,,,,,,,,,,4,37,0
,,Append security group rules to security group,,,,,,,,,,,,7,45,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Append security group rules to security group again,,,,,,,,,,,,7,51,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Fetch security group rules,,,,,,,,,,,,5,26,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,4,55,3
,,Delete security group,,,,,,,,,,,,5,21,0
,,Create security group without security group rules,,,,,,,,,,,,7,50,0
,,Fetch security group rules,,,,,,,,,,,,5,26,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,4,55,3
,,Define dense representation of security group rules with multiple remote ip prefixes per rule,,,,,,,,,,,,18,93,0
,,Convert dense representation into default representation of security group rules,,,,,,,,,,,,9,80,0
,,Flatten security group rules,,,,,,,,,,,,4,28,0
,,Update security group with set of security group rules,,,,,,,,,,,,6,54,0
,,Assert return values of security_group module,,,,,,,,,,,,4,45,1
,,Fetch security group rules,,,,,,,,,,,,5,26,0
,,Assert return values of security_group_rule_info module,,,,,,,,,,,,4,55,3
,,Delete security group,,,,,,,,,,,,5,21,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\khaleesi\playbooks\installer\rdo-manager\undercloud\run.yml,,,45,2,9,4,0,0,0.517848131787702,,,,,,,
,install the undercloud,,,,,,,,,32,6,5.333333333333333,0,,,
,,"update hosts file for localhost.localhost (workaround for puppet, discovered on centos7)",,,,,,,,,,,,4,88,4
,,install the undercloud,,,,,,,,,,,,4,22,0
,,get overview about what went wrong in undercloud installation,,,,,,,,,,,,6,61,0
,,check if undercloud failed,,,,,,,,,,,,3,26,0
,,copy files to home,,,,,,,,,,,,6,18,0
,,chown files for stack user,,,,,,,,,,,,6,26,0
,confirm installing the undercloud is idempotent,,,,,,,,,16,3,5.333333333333333,0,,,
,,install the undercloud,,,,,,,,,,,,4,22,0
,,get overview about what went wrong in idempotent undercloud installation,,,,,,,,,,,,6,72,0
,,check if idempotent undercloud installation failed,,,,,,,,,,,,3,50,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\podman\tasks\run_container.yaml,,,25,0,4,6,0,0,0.9329199647249339,,,,,,,
,,is {{ct_name}} already created,,,,,,,,,,,,6,30,5
,,create {{ct_name}} if needed,,,,,,,,,,,,15,28,5
,,create {{ct_name}} systemd unit,,,,,,,,,,,,5,31,5
,,enable {{ct_name}} container unit,,,,,,,,,,,,6,33,5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-sentry\tasks\server.yml,,,43,0,4,11,0,0,0.7546900816618966,,,,,,,
,,Ensure docker sentry server directories exist,,,,,,,,,,,,10,45,0
,,Copy docker sentry sentry.conf.py file,,,,,,,,,,,,9,38,2
,,Restart docker sentry server container,,,,,,,,,,,,5,38,0
,,Run docker sentry server container,,,,,,,,,,,,19,34,0
